GET 	 / 	 undefined 	 7/30/2023, 9:35:30 PM 
GET 	 /posts/64cf38572caa7aa8aee0de16 	 http://localhost:3000 	 8/7/2023, 11:00:52 PM 
GET 	 /posts/64cf38572caa7aa8aee0de14 	 http://localhost:3000 	 8/7/2023, 11:01:09 PM 
GET 	 /posts/64cf38572caa7aa8aee0de14 	 http://localhost:3000 	 8/7/2023, 11:01:18 PM 
OPTIONS 	 /login 	 http://localhost:3000 	 8/7/2023, 11:01:51 PM 
POST 	 /login 	 http://localhost:3000 	 8/7/2023, 11:01:51 PM 
GET 	 /posts/64cf38572caa7aa8aee0de18 	 http://localhost:3000 	 8/7/2023, 11:01:56 PM 
GET 	 /posts/64cf38572caa7aa8aee0de18 	 http://localhost:3000 	 8/7/2023, 11:02:02 PM 
GET 	 /posts 	 http://localhost:3000 	 8/7/2023, 11:02:48 PM 
OPTIONS 	 /login 	 http://localhost:3000 	 8/7/2023, 11:02:57 PM 
POST 	 /login 	 http://localhost:3000 	 8/7/2023, 11:02:57 PM 
OPTIONS 	 /posts/64cf38572caa7aa8aee0de18 	 http://localhost:3000 	 8/7/2023, 11:03:00 PM 
GET 	 /posts/64cf38572caa7aa8aee0de18 	 http://localhost:3000 	 8/7/2023, 11:03:00 PM 
OPTIONS 	 /posts/64cf38572caa7aa8aee0de16 	 http://localhost:3000 	 8/7/2023, 11:03:25 PM 
GET 	 /posts/64cf38572caa7aa8aee0de16 	 http://localhost:3000 	 8/7/2023, 11:03:25 PM 
OPTIONS 	 /posts/64cf38572caa7aa8aee0de14 	 http://localhost:3000 	 8/7/2023, 11:03:28 PM 
GET 	 /posts/64cf38572caa7aa8aee0de14 	 http://localhost:3000 	 8/7/2023, 11:03:28 PM 
OPTIONS 	 /refresh 	 http://localhost:3000 	 8/7/2023, 11:03:28 PM 
GET 	 /refresh 	 http://localhost:3000 	 8/7/2023, 11:03:28 PM 
GET 	 /refresh 	 undefined 	 8/7/2023, 11:03:51 PM 
GET 	 /posts/64cf38572caa7aa8aee0de14 	 http://localhost:3000 	 8/7/2023, 11:07:14 PM 
OPTIONS 	 /login 	 http://localhost:3000 	 8/7/2023, 11:07:26 PM 
POST 	 /login 	 http://localhost:3000 	 8/7/2023, 11:07:26 PM 
OPTIONS 	 /posts 	 http://localhost:3000 	 8/7/2023, 11:07:26 PM 
GET 	 /posts 	 http://localhost:3000 	 8/7/2023, 11:07:26 PM 
OPTIONS 	 /posts/64cf38572caa7aa8aee0de18 	 http://localhost:3000 	 8/7/2023, 11:07:49 PM 
GET 	 /posts/64cf38572caa7aa8aee0de18 	 http://localhost:3000 	 8/7/2023, 11:07:49 PM 
OPTIONS 	 /posts/64cf38572caa7aa8aee0de16 	 http://localhost:3000 	 8/7/2023, 11:07:54 PM 
GET 	 /posts/64cf38572caa7aa8aee0de16 	 http://localhost:3000 	 8/7/2023, 11:07:54 PM 
OPTIONS 	 /posts/64cf38572caa7aa8aee0de14 	 http://localhost:3000 	 8/7/2023, 11:07:57 PM 
GET 	 /posts/64cf38572caa7aa8aee0de14 	 http://localhost:3000 	 8/7/2023, 11:07:57 PM 
OPTIONS 	 /refresh 	 http://localhost:3000 	 8/7/2023, 11:07:57 PM 
GET 	 /refresh 	 http://localhost:3000 	 8/7/2023, 11:07:57 PM 
GET 	 /posts/64cf38572caa7aa8aee0de14 	 http://localhost:3000 	 8/7/2023, 11:11:03 PM 
GET 	 /posts 	 http://localhost:3000 	 8/7/2023, 11:11:04 PM 
GET 	 /posts/64cf38572caa7aa8aee0de16 	 http://localhost:3000 	 8/7/2023, 11:11:06 PM 
OPTIONS 	 /login 	 http://localhost:3000 	 8/7/2023, 11:11:17 PM 
POST 	 /login 	 http://localhost:3000 	 8/7/2023, 11:11:17 PM 
OPTIONS 	 /posts/64cf38572caa7aa8aee0de16 	 http://localhost:3000 	 8/7/2023, 11:11:22 PM 
GET 	 /posts/64cf38572caa7aa8aee0de16 	 http://localhost:3000 	 8/7/2023, 11:11:22 PM 
OPTIONS 	 /posts/64cf38572caa7aa8aee0de14 	 http://localhost:3000 	 8/7/2023, 11:12:12 PM 
GET 	 /posts/64cf38572caa7aa8aee0de14 	 http://localhost:3000 	 8/7/2023, 11:12:12 PM 
OPTIONS 	 /refresh 	 http://localhost:3000 	 8/7/2023, 11:12:12 PM 
GET 	 /refresh 	 http://localhost:3000 	 8/7/2023, 11:12:12 PM 
OPTIONS 	 /posts 	 http://localhost:3000 	 8/7/2023, 11:16:14 PM 
GET 	 /posts 	 http://localhost:3000 	 8/7/2023, 11:16:14 PM 
OPTIONS 	 /posts/64cf38572caa7aa8aee0de18 	 http://localhost:3000 	 8/7/2023, 11:16:17 PM 
GET 	 /posts/64cf38572caa7aa8aee0de18 	 http://localhost:3000 	 8/7/2023, 11:16:18 PM 
OPTIONS 	 /refresh 	 http://localhost:3000 	 8/7/2023, 11:16:18 PM 
GET 	 /refresh 	 http://localhost:3000 	 8/7/2023, 11:16:18 PM 
OPTIONS 	 /logout 	 http://localhost:3000 	 8/7/2023, 11:16:21 PM 
POST 	 /logout 	 http://localhost:3000 	 8/7/2023, 11:16:21 PM 
OPTIONS 	 /login 	 http://localhost:3000 	 8/7/2023, 11:16:42 PM 
POST 	 /login 	 http://localhost:3000 	 8/7/2023, 11:16:42 PM 
OPTIONS 	 /posts/64cf38572caa7aa8aee0de18 	 http://localhost:3000 	 8/7/2023, 11:17:54 PM 
GET 	 /posts/64cf38572caa7aa8aee0de18 	 http://localhost:3000 	 8/7/2023, 11:17:54 PM 
OPTIONS 	 /refresh 	 http://localhost:3000 	 8/7/2023, 11:17:54 PM 
GET 	 /refresh 	 http://localhost:3000 	 8/7/2023, 11:17:54 PM 
OPTIONS 	 /posts/64cf38572caa7aa8aee0de16 	 http://localhost:3000 	 8/7/2023, 11:17:59 PM 
GET 	 /posts/64cf38572caa7aa8aee0de16 	 http://localhost:3000 	 8/7/2023, 11:17:59 PM 
OPTIONS 	 /refresh 	 http://localhost:3000 	 8/7/2023, 11:17:59 PM 
GET 	 /refresh 	 http://localhost:3000 	 8/7/2023, 11:17:59 PM 
GET 	 /posts 	 http://localhost:3000 	 8/8/2023, 10:48:08 AM 
OPTIONS 	 /login 	 http://localhost:3000 	 8/8/2023, 10:50:05 AM 
POST 	 /login 	 http://localhost:3000 	 8/8/2023, 10:50:05 AM 
OPTIONS 	 /posts/64cf38572caa7aa8aee0de18 	 http://localhost:3000 	 8/8/2023, 10:50:18 AM 
GET 	 /posts/64cf38572caa7aa8aee0de18 	 http://localhost:3000 	 8/8/2023, 10:50:18 AM 
OPTIONS 	 /posts/64cf38572caa7aa8aee0de16 	 http://localhost:3000 	 8/8/2023, 10:50:27 AM 
GET 	 /posts/64cf38572caa7aa8aee0de16 	 http://localhost:3000 	 8/8/2023, 10:50:27 AM 
OPTIONS 	 /posts/64cf38572caa7aa8aee0de14 	 http://localhost:3000 	 8/8/2023, 10:50:38 AM 
GET 	 /posts/64cf38572caa7aa8aee0de14 	 http://localhost:3000 	 8/8/2023, 10:50:38 AM 
OPTIONS 	 /refresh 	 http://localhost:3000 	 8/8/2023, 10:50:38 AM 
GET 	 /refresh 	 http://localhost:3000 	 8/8/2023, 10:50:38 AM 
OPTIONS 	 /posts 	 http://localhost:3000 	 8/8/2023, 10:51:41 AM 
GET 	 /posts 	 http://localhost:3000 	 8/8/2023, 10:51:41 AM 
OPTIONS 	 /logout 	 http://localhost:3000 	 8/8/2023, 10:51:44 AM 
POST 	 /logout 	 http://localhost:3000 	 8/8/2023, 10:51:44 AM 
OPTIONS 	 /login 	 http://localhost:3000 	 8/8/2023, 10:53:38 AM 
POST 	 /login 	 http://localhost:3000 	 8/8/2023, 10:53:38 AM 
OPTIONS 	 /logout 	 http://localhost:3000 	 8/8/2023, 10:56:20 AM 
POST 	 /logout 	 http://localhost:3000 	 8/8/2023, 10:56:20 AM 
OPTIONS 	 /login 	 http://localhost:3000 	 8/8/2023, 10:56:27 AM 
POST 	 /login 	 http://localhost:3000 	 8/8/2023, 10:56:27 AM 
GET 	 /posts 	 http://localhost:3000 	 8/8/2023, 10:56:47 AM 
OPTIONS 	 /login 	 http://localhost:3000 	 8/8/2023, 10:58:51 AM 
POST 	 /login 	 http://localhost:3000 	 8/8/2023, 10:58:51 AM 
GET 	 /posts 	 http://localhost:3000 	 8/8/2023, 10:58:54 AM 
OPTIONS 	 /login 	 http://localhost:3000 	 8/8/2023, 10:59:04 AM 
POST 	 /login 	 http://localhost:3000 	 8/8/2023, 10:59:04 AM 
OPTIONS 	 /posts/64cf38572caa7aa8aee0de18 	 http://localhost:3000 	 8/8/2023, 10:59:23 AM 
GET 	 /posts/64cf38572caa7aa8aee0de18 	 http://localhost:3000 	 8/8/2023, 10:59:23 AM 
OPTIONS 	 /posts/64cf38572caa7aa8aee0de16 	 http://localhost:3000 	 8/8/2023, 10:59:46 AM 
GET 	 /posts/64cf38572caa7aa8aee0de16 	 http://localhost:3000 	 8/8/2023, 10:59:46 AM 
OPTIONS 	 /refresh 	 http://localhost:3000 	 8/8/2023, 10:59:46 AM 
GET 	 /refresh 	 http://localhost:3000 	 8/8/2023, 10:59:46 AM 
OPTIONS 	 /posts 	 http://localhost:3000 	 8/8/2023, 11:02:24 AM 
GET 	 /posts 	 http://localhost:3000 	 8/8/2023, 11:02:24 AM 
GET 	 /posts 	 http://localhost:3000 	 8/8/2023, 11:02:31 AM 
OPTIONS 	 /login 	 http://localhost:3000 	 8/8/2023, 11:02:44 AM 
POST 	 /login 	 http://localhost:3000 	 8/8/2023, 11:02:44 AM 
OPTIONS 	 /posts/64cf38572caa7aa8aee0de18 	 http://localhost:3000 	 8/8/2023, 11:03:07 AM 
GET 	 /posts/64cf38572caa7aa8aee0de18 	 http://localhost:3000 	 8/8/2023, 11:03:07 AM 
OPTIONS 	 /posts/64cf38572caa7aa8aee0de16 	 http://localhost:3000 	 8/8/2023, 11:03:15 AM 
GET 	 /posts/64cf38572caa7aa8aee0de16 	 http://localhost:3000 	 8/8/2023, 11:03:15 AM 
OPTIONS 	 /refresh 	 http://localhost:3000 	 8/8/2023, 11:03:15 AM 
GET 	 /refresh 	 http://localhost:3000 	 8/8/2023, 11:03:15 AM 
OPTIONS 	 /logout 	 http://localhost:3000 	 8/8/2023, 11:04:54 AM 
OPTIONS 	 /posts 	 http://localhost:3000 	 8/8/2023, 11:04:54 AM 
OPTIONS 	 /logout 	 http://localhost:3000 	 8/8/2023, 11:04:56 AM 
GET 	 /posts 	 http://localhost:3000 	 8/8/2023, 11:04:58 AM 
GET 	 /posts 	 http://localhost:3000 	 8/8/2023, 11:05:19 AM 
OPTIONS 	 /login 	 http://localhost:3000 	 8/8/2023, 11:05:40 AM 
POST 	 /login 	 http://localhost:3000 	 8/8/2023, 11:05:40 AM 
OPTIONS 	 /logout 	 http://localhost:3000 	 8/8/2023, 11:12:04 AM 
POST 	 /logout 	 http://localhost:3000 	 8/8/2023, 11:12:04 AM 
OPTIONS 	 /login 	 http://localhost:3000 	 8/8/2023, 11:12:26 AM 
POST 	 /login 	 http://localhost:3000 	 8/8/2023, 11:12:26 AM 
OPTIONS 	 /posts/64cf38572caa7aa8aee0de18 	 http://localhost:3000 	 8/8/2023, 11:12:30 AM 
GET 	 /posts/64cf38572caa7aa8aee0de18 	 http://localhost:3000 	 8/8/2023, 11:12:30 AM 
OPTIONS 	 /posts/64cf38572caa7aa8aee0de16 	 http://localhost:3000 	 8/8/2023, 11:12:34 AM 
GET 	 /posts/64cf38572caa7aa8aee0de16 	 http://localhost:3000 	 8/8/2023, 11:12:34 AM 
OPTIONS 	 /posts/64cf38572caa7aa8aee0de14 	 http://localhost:3000 	 8/8/2023, 11:12:37 AM 
GET 	 /posts/64cf38572caa7aa8aee0de14 	 http://localhost:3000 	 8/8/2023, 11:12:37 AM 
OPTIONS 	 /refresh 	 http://localhost:3000 	 8/8/2023, 11:12:37 AM 
GET 	 /refresh 	 http://localhost:3000 	 8/8/2023, 11:12:37 AM 
GET 	 /posts/64cf38572caa7aa8aee0de14 	 http://localhost:3000 	 8/8/2023, 11:12:37 AM 
OPTIONS 	 /posts/64cf38572caa7aa8aee0de12 	 http://localhost:3000 	 8/8/2023, 11:13:39 AM 
GET 	 /posts/64cf38572caa7aa8aee0de12 	 http://localhost:3000 	 8/8/2023, 11:13:39 AM 
OPTIONS 	 /refresh 	 http://localhost:3000 	 8/8/2023, 11:13:39 AM 
GET 	 /refresh 	 http://localhost:3000 	 8/8/2023, 11:13:39 AM 
GET 	 /posts/64cf38572caa7aa8aee0de12 	 http://localhost:3000 	 8/8/2023, 11:13:39 AM 
OPTIONS 	 /posts/64cf38572caa7aa8aee0de10 	 http://localhost:3000 	 8/8/2023, 11:13:43 AM 
GET 	 /posts/64cf38572caa7aa8aee0de10 	 http://localhost:3000 	 8/8/2023, 11:13:43 AM 
OPTIONS 	 /posts/64cf37c08f7ed63bd1dac162 	 http://localhost:3000 	 8/8/2023, 11:14:03 AM 
GET 	 /posts/64cf37c08f7ed63bd1dac162 	 http://localhost:3000 	 8/8/2023, 11:14:03 AM 
GET 	 /posts 	 http://localhost:3000 	 8/8/2023, 11:14:15 AM 
GET 	 /posts/64cf38572caa7aa8aee0de18 	 http://localhost:3000 	 8/8/2023, 11:14:17 AM 
OPTIONS 	 /posts/64cf38572caa7aa8aee0de18 	 http://localhost:3000 	 8/8/2023, 11:31:47 AM 
GET 	 /posts/64cf38572caa7aa8aee0de18 	 http://localhost:3000 	 8/8/2023, 11:31:47 AM 
OPTIONS 	 /refresh 	 http://localhost:3000 	 8/8/2023, 11:31:47 AM 
GET 	 /refresh 	 http://localhost:3000 	 8/8/2023, 11:31:47 AM 
OPTIONS 	 /logout 	 http://localhost:3000 	 8/8/2023, 11:31:53 AM 
POST 	 /logout 	 http://localhost:3000 	 8/8/2023, 11:31:53 AM 
OPTIONS 	 /login 	 http://localhost:3000 	 8/8/2023, 11:32:01 AM 
POST 	 /login 	 http://localhost:3000 	 8/8/2023, 11:32:01 AM 
OPTIONS 	 /posts/64cf38572caa7aa8aee0de18 	 http://localhost:3000 	 8/8/2023, 11:32:05 AM 
GET 	 /posts/64cf38572caa7aa8aee0de18 	 http://localhost:3000 	 8/8/2023, 11:32:05 AM 
OPTIONS 	 /posts/64cf38572caa7aa8aee0de16 	 http://localhost:3000 	 8/8/2023, 11:32:14 AM 
GET 	 /posts/64cf38572caa7aa8aee0de16 	 http://localhost:3000 	 8/8/2023, 11:32:14 AM 
OPTIONS 	 /refresh 	 http://localhost:3000 	 8/8/2023, 11:32:14 AM 
GET 	 /refresh 	 http://localhost:3000 	 8/8/2023, 11:32:14 AM 
GET 	 /posts/64cf38572caa7aa8aee0de16 	 http://localhost:3000 	 8/8/2023, 11:32:14 AM 
OPTIONS 	 /posts/64cf38572caa7aa8aee0de14 	 http://localhost:3000 	 8/8/2023, 11:32:16 AM 
GET 	 /posts/64cf38572caa7aa8aee0de14 	 http://localhost:3000 	 8/8/2023, 11:32:16 AM 
OPTIONS 	 /posts/64cf38572caa7aa8aee0de12 	 http://localhost:3000 	 8/8/2023, 11:32:28 AM 
GET 	 /posts/64cf38572caa7aa8aee0de12 	 http://localhost:3000 	 8/8/2023, 11:32:28 AM 
OPTIONS 	 /posts/64cf38572caa7aa8aee0de10 	 http://localhost:3000 	 8/8/2023, 11:32:38 AM 
GET 	 /posts/64cf38572caa7aa8aee0de10 	 http://localhost:3000 	 8/8/2023, 11:32:38 AM 
OPTIONS 	 /posts/64cf37c08f7ed63bd1dac162 	 http://localhost:3000 	 8/8/2023, 11:32:52 AM 
GET 	 /posts/64cf37c08f7ed63bd1dac162 	 http://localhost:3000 	 8/8/2023, 11:32:52 AM 
OPTIONS 	 /refresh 	 http://localhost:3000 	 8/8/2023, 11:32:52 AM 
GET 	 /refresh 	 http://localhost:3000 	 8/8/2023, 11:32:52 AM 
GET 	 /posts/64cf37c08f7ed63bd1dac162 	 http://localhost:3000 	 8/8/2023, 11:32:53 AM 
GET 	 /posts/64cf37c08f7ed63bd1dac162 	 http://localhost:3000 	 8/8/2023, 11:47:45 AM 
GET 	 /posts 	 http://localhost:3000 	 8/8/2023, 11:47:46 AM 
GET 	 /posts 	 http://localhost:3000 	 8/8/2023, 11:47:52 AM 
GET 	 /posts/64cf37c08f7ed63bd1dac162 	 http://localhost:3000 	 8/8/2023, 11:47:53 AM 
GET 	 /posts/64cf38572caa7aa8aee0de16 	 http://localhost:3000 	 8/8/2023, 11:47:56 AM 
GET 	 /posts/64cf38572caa7aa8aee0de16 	 http://localhost:3000 	 8/8/2023, 11:47:58 AM 
GET 	 /posts/64cf38572caa7aa8aee0de16 	 http://localhost:3000 	 8/8/2023, 11:47:59 AM 
GET 	 /posts 	 http://localhost:3000 	 8/8/2023, 11:52:48 AM 
GET 	 /refresh 	 http://localhost:3000 	 8/8/2023, 11:52:48 AM 
GET 	 /posts 	 http://localhost:3000 	 8/8/2023, 11:52:48 AM 
GET 	 /refresh 	 http://localhost:3000 	 8/8/2023, 11:52:48 AM 
GET 	 /posts/64cf38572caa7aa8aee0de18 	 http://localhost:3000 	 8/8/2023, 11:58:24 AM 
GET 	 /refresh 	 http://localhost:3000 	 8/8/2023, 11:58:26 AM 
GET 	 /posts 	 http://localhost:3000 	 8/8/2023, 11:58:26 AM 
GET 	 /posts/64cf38572caa7aa8aee0de18 	 http://localhost:3000 	 8/8/2023, 11:58:27 AM 
GET 	 /posts/64cf38572caa7aa8aee0de16 	 http://localhost:3000 	 8/8/2023, 12:00:36 PM 
GET 	 /posts/64cf38572caa7aa8aee0de16 	 http://localhost:3000 	 8/8/2023, 12:00:36 PM 
GET 	 /refresh 	 http://localhost:3000 	 8/8/2023, 12:00:36 PM 
GET 	 /posts 	 http://localhost:3000 	 8/8/2023, 12:00:38 PM 
GET 	 /posts 	 http://localhost:3000 	 8/8/2023, 12:00:40 PM 
GET 	 /refresh 	 http://localhost:3000 	 8/8/2023, 12:00:40 PM 
GET 	 /posts/64cf38572caa7aa8aee0de18 	 http://localhost:3000 	 8/8/2023, 12:00:43 PM 
GET 	 /posts 	 http://localhost:3000 	 8/8/2023, 12:00:50 PM 
GET 	 /refresh 	 http://localhost:3000 	 8/8/2023, 12:00:50 PM 
GET 	 /posts 	 http://localhost:3000 	 8/8/2023, 12:01:03 PM 
GET 	 /refresh 	 http://localhost:3000 	 8/8/2023, 12:01:03 PM 
GET 	 /posts/64cf38572caa7aa8aee0de18 	 http://localhost:3000 	 8/8/2023, 12:01:25 PM 
GET 	 /posts 	 http://localhost:3000 	 8/8/2023, 12:02:45 PM 
GET 	 /refresh 	 http://localhost:3000 	 8/8/2023, 12:02:45 PM 
GET 	 /posts/64cf38572caa7aa8aee0de18 	 http://localhost:3000 	 8/8/2023, 12:02:51 PM 
GET 	 /posts 	 http://localhost:3000 	 8/8/2023, 12:03:43 PM 
GET 	 /refresh 	 http://localhost:3000 	 8/8/2023, 12:03:43 PM 
GET 	 /posts 	 http://localhost:3000 	 8/8/2023, 12:03:43 PM 
GET 	 /refresh 	 http://localhost:3000 	 8/8/2023, 12:03:43 PM 
GET 	 /posts 	 http://localhost:3000 	 8/8/2023, 12:04:08 PM 
GET 	 /refresh 	 http://localhost:3000 	 8/8/2023, 12:04:08 PM 
GET 	 /posts/64cf38572caa7aa8aee0de18 	 http://localhost:3000 	 8/8/2023, 12:04:12 PM 
GET 	 /posts 	 http://localhost:3000 	 8/8/2023, 12:05:13 PM 
GET 	 /refresh 	 http://localhost:3000 	 8/8/2023, 12:05:13 PM 
GET 	 /posts/64cf38572caa7aa8aee0de18 	 http://localhost:3000 	 8/8/2023, 12:05:20 PM 
GET 	 /refresh 	 http://localhost:3000 	 8/8/2023, 12:05:22 PM 
GET 	 /posts 	 http://localhost:3000 	 8/8/2023, 12:05:22 PM 
GET 	 /posts 	 http://localhost:3000 	 8/8/2023, 12:05:23 PM 
GET 	 /refresh 	 http://localhost:3000 	 8/8/2023, 12:05:23 PM 
GET 	 /posts 	 http://localhost:3000 	 8/8/2023, 12:05:39 PM 
GET 	 /refresh 	 http://localhost:3000 	 8/8/2023, 12:05:39 PM 
GET 	 /posts 	 http://localhost:3000 	 8/8/2023, 12:05:57 PM 
GET 	 /refresh 	 http://localhost:3000 	 8/8/2023, 12:05:57 PM 
GET 	 /posts 	 http://localhost:3000 	 8/8/2023, 12:07:02 PM 
GET 	 /refresh 	 http://localhost:3000 	 8/8/2023, 12:07:02 PM 
GET 	 /posts 	 http://localhost:3000 	 8/8/2023, 12:07:07 PM 
GET 	 /refresh 	 http://localhost:3000 	 8/8/2023, 12:07:07 PM 
GET 	 /posts 	 http://localhost:3000 	 8/8/2023, 12:07:08 PM 
GET 	 /refresh 	 http://localhost:3000 	 8/8/2023, 12:07:08 PM 
OPTIONS 	 /logout 	 http://localhost:3000 	 8/8/2023, 12:07:09 PM 
POST 	 /logout 	 http://localhost:3000 	 8/8/2023, 12:07:09 PM 
GET 	 /posts 	 http://localhost:3000 	 8/8/2023, 12:07:11 PM 
GET 	 /refresh 	 http://localhost:3000 	 8/8/2023, 12:07:11 PM 
GET 	 /posts 	 http://localhost:3000 	 8/8/2023, 12:07:13 PM 
GET 	 /refresh 	 http://localhost:3000 	 8/8/2023, 12:07:13 PM 
OPTIONS 	 /login 	 http://localhost:3000 	 8/8/2023, 12:07:22 PM 
POST 	 /login 	 http://localhost:3000 	 8/8/2023, 12:07:22 PM 
OPTIONS 	 /posts/64cf38572caa7aa8aee0de18 	 http://localhost:3000 	 8/8/2023, 12:07:25 PM 
GET 	 /posts/64cf38572caa7aa8aee0de18 	 http://localhost:3000 	 8/8/2023, 12:07:25 PM 
GET 	 /posts 	 http://localhost:3000 	 8/8/2023, 12:07:27 PM 
GET 	 /refresh 	 http://localhost:3000 	 8/8/2023, 12:07:27 PM 
GET 	 /posts 	 http://localhost:3000 	 8/8/2023, 12:07:29 PM 
GET 	 /refresh 	 http://localhost:3000 	 8/8/2023, 12:07:29 PM 
GET 	 /posts 	 http://localhost:3000 	 8/8/2023, 12:07:30 PM 
GET 	 /refresh 	 http://localhost:3000 	 8/8/2023, 12:07:30 PM 
GET 	 /posts 	 http://localhost:3000 	 8/8/2023, 12:12:24 PM 
GET 	 /refresh 	 http://localhost:3000 	 8/8/2023, 12:12:24 PM 
GET 	 /posts 	 http://localhost:3000 	 8/8/2023, 12:12:26 PM 
GET 	 /refresh 	 http://localhost:3000 	 8/8/2023, 12:12:26 PM 
GET 	 /posts 	 http://localhost:3000 	 8/8/2023, 12:12:31 PM 
GET 	 /refresh 	 http://localhost:3000 	 8/8/2023, 12:12:31 PM 
OPTIONS 	 /logout 	 http://localhost:3000 	 8/8/2023, 12:12:36 PM 
POST 	 /logout 	 http://localhost:3000 	 8/8/2023, 12:12:36 PM 
GET 	 /posts 	 http://localhost:3000 	 8/8/2023, 12:12:45 PM 
GET 	 /refresh 	 http://localhost:3000 	 8/8/2023, 12:12:45 PM 
GET 	 /posts 	 http://localhost:3000 	 8/8/2023, 12:12:49 PM 
GET 	 /refresh 	 http://localhost:3000 	 8/8/2023, 12:12:49 PM 
GET 	 /posts 	 http://localhost:3000 	 8/8/2023, 12:12:50 PM 
GET 	 /refresh 	 http://localhost:3000 	 8/8/2023, 12:12:50 PM 
OPTIONS 	 /login 	 http://localhost:3000 	 8/8/2023, 12:12:57 PM 
POST 	 /login 	 http://localhost:3000 	 8/8/2023, 12:12:57 PM 
OPTIONS 	 /logout 	 http://localhost:3000 	 8/8/2023, 12:13:05 PM 
POST 	 /logout 	 http://localhost:3000 	 8/8/2023, 12:13:05 PM 
GET 	 /posts 	 http://localhost:3000 	 8/8/2023, 12:13:07 PM 
GET 	 /refresh 	 http://localhost:3000 	 8/8/2023, 12:13:07 PM 
OPTIONS 	 /login 	 http://localhost:3000 	 8/8/2023, 12:13:13 PM 
POST 	 /login 	 http://localhost:3000 	 8/8/2023, 12:13:13 PM 
GET 	 /posts 	 http://localhost:3000 	 8/8/2023, 12:13:19 PM 
GET 	 /refresh 	 http://localhost:3000 	 8/8/2023, 12:13:19 PM 
GET 	 /posts 	 http://localhost:3000 	 8/8/2023, 12:13:22 PM 
GET 	 /refresh 	 http://localhost:3000 	 8/8/2023, 12:13:22 PM 
GET 	 /posts 	 http://localhost:3000 	 8/8/2023, 12:14:51 PM 
GET 	 /refresh 	 http://localhost:3000 	 8/8/2023, 12:14:51 PM 
OPTIONS 	 /logout 	 http://localhost:3000 	 8/8/2023, 12:14:55 PM 
POST 	 /logout 	 http://localhost:3000 	 8/8/2023, 12:14:55 PM 
POST 	 /logout 	 http://localhost:3000 	 8/8/2023, 12:14:58 PM 
OPTIONS 	 /logout 	 http://localhost:3000 	 8/8/2023, 12:15:08 PM 
POST 	 /logout 	 http://localhost:3000 	 8/8/2023, 12:15:08 PM 
GET 	 /posts 	 http://localhost:3000 	 8/8/2023, 12:17:26 PM 
GET 	 /refresh 	 http://localhost:3000 	 8/8/2023, 12:17:26 PM 
OPTIONS 	 /login 	 http://localhost:3000 	 8/8/2023, 12:17:35 PM 
POST 	 /login 	 http://localhost:3000 	 8/8/2023, 12:17:35 PM 
GET 	 /posts 	 http://localhost:3000 	 8/8/2023, 12:17:41 PM 
GET 	 /refresh 	 http://localhost:3000 	 8/8/2023, 12:17:41 PM 
OPTIONS 	 /logout 	 http://localhost:3000 	 8/8/2023, 12:17:44 PM 
POST 	 /logout 	 http://localhost:3000 	 8/8/2023, 12:17:44 PM 
POST 	 /logout 	 http://localhost:3000 	 8/8/2023, 12:17:47 PM 
GET 	 /posts 	 http://localhost:3000 	 8/8/2023, 12:17:52 PM 
GET 	 /refresh 	 http://localhost:3000 	 8/8/2023, 12:17:52 PM 
OPTIONS 	 /login 	 http://localhost:3000 	 8/8/2023, 12:18:01 PM 
POST 	 /login 	 http://localhost:3000 	 8/8/2023, 12:18:01 PM 
GET 	 /posts 	 http://localhost:3000 	 8/8/2023, 12:18:06 PM 
GET 	 /refresh 	 http://localhost:3000 	 8/8/2023, 12:18:06 PM 
OPTIONS 	 /logout 	 http://localhost:3000 	 8/8/2023, 12:18:08 PM 
POST 	 /logout 	 http://localhost:3000 	 8/8/2023, 12:18:08 PM 
GET 	 /posts 	 http://localhost:3000 	 8/8/2023, 12:18:11 PM 
GET 	 /refresh 	 http://localhost:3000 	 8/8/2023, 12:18:12 PM 
OPTIONS 	 /login 	 http://localhost:3000 	 8/8/2023, 12:18:46 PM 
POST 	 /login 	 http://localhost:3000 	 8/8/2023, 12:18:46 PM 
OPTIONS 	 /logout 	 http://localhost:3000 	 8/8/2023, 12:18:49 PM 
POST 	 /logout 	 http://localhost:3000 	 8/8/2023, 12:18:49 PM 
GET 	 /posts 	 http://localhost:3000 	 8/8/2023, 12:18:56 PM 
GET 	 /refresh 	 http://localhost:3000 	 8/8/2023, 12:18:56 PM 
OPTIONS 	 /login 	 http://localhost:3000 	 8/8/2023, 12:19:02 PM 
POST 	 /login 	 http://localhost:3000 	 8/8/2023, 12:19:02 PM 
OPTIONS 	 /logout 	 http://localhost:3000 	 8/8/2023, 12:19:07 PM 
POST 	 /logout 	 http://localhost:3000 	 8/8/2023, 12:19:07 PM 
GET 	 /posts 	 http://localhost:3000 	 8/8/2023, 12:19:12 PM 
GET 	 /refresh 	 http://localhost:3000 	 8/8/2023, 12:19:12 PM 
GET 	 /refresh 	 http://localhost:3000 	 8/8/2023, 12:20:15 PM 
GET 	 /refresh 	 http://localhost:3000 	 8/8/2023, 12:20:35 PM 
GET 	 /refresh 	 http://localhost:3000 	 8/8/2023, 12:20:53 PM 
GET 	 /refresh 	 http://localhost:3000 	 8/8/2023, 12:21:04 PM 
